oren peli,1547
wil shriner,1548
rob pritts,1549
henry hathaway,1550
seth gordon,1551
ava duvernay,1552
lana wachowski,1553
daniel barnz,1554
darren lynn bousman,1555
damien o'donnell,1556
bibo bergeron,1557
franck khalfoun,1558
jason trost,1559
brian gibson,1560
joseph kosinski,1561
chris koch,1562
ekachai uekrongtham,1563
richard attenborough,1564
danny devito,1565
michael curtiz,1566
tom mccarthy,1567
ron shelton,1568
michael patrick jann,1569
goran dukic,1570
baltasar kormákur,1571
mark helfrich,1572
sterling van wagenen,1573
tara subkoff,1574
tony kaye,1575
takashi yamazaki,1576
alexandre aja,1577
robert altman,1578
dror moreh,1579
paul bolger,1580
kundan shah,1581
gary sherman,1582
ron fricke,1583
gil junger,1584
carmen marron,1585
richard shepard,1586
tom sanchez,1587
christopher landon,1588
alan yuen,1589
james kerwin,1590
rich moore,1591
stéphane aubier,1592
peter yates,1593
aleksandr veledinskiy,1594
conor mcpherson,1595
dan cutforth,1596
alister grierson,1597
kevin brodie,1598
angelina jolie pitt,1599
luis valdez,1600
terence young,1601
jay duplass,1602
lauren lazin,1603
olivier megaton,1604
cassandra nicolaou,1605
h.m. coakley,1606
babak najafi,1607
harald zwart,1608
hans canosa,1609
steven spielberg,1610
sean penn,1611
bart freundlich,1612
brian de palma,1613
robert greenwald,1614
jessica bendinger,1615
michael hoffman,1616
richard kelly,1617
howard zieff,1618
feroz abbas khan,1619
andrew bujalski,1620
ronny yu,1621
rick friedberg,1622
kay pollak,1623
ted kotcheff,1624
anthony silverston,1625
thomas bezucha,1626
scott mann,1627
breck eisner,1628
mike nawrocki,1629
ash brannon,1630
frank sebastiano,1631
jerry jameson,1632
mark tarlov,1633
adam green,1634
kirk wong,1635
beto gómez,1636
william friedkin,1637
j.c. chandor,1638
jane clark,1639
david ayer,1640
michael crichton,1641
fred wolf,1642
jay chandrasekhar,1643
jamaa fanaka,1644
rod lurie,1645
lone scherfig,1646
harry gantz,1647
clint eastwood,1648
frank perry,1649
teddy chan,1650
isabel coixet,1651
sergey bondarchuk,1652
nick hamm,1653
ken del conte,1654
john d. hancock,1655
peter ramsey,1656
fernando león de aranoa,1657
mitch davis,1658
jason alexander,1659
robert ben garant,1660
rob minkoff,1661
ben affleck,1662
kevin donovan,1663
john hillcoat,1664
stuart hazeldine,1665
rawson marshall thurber,1666
tim johnson,1667
richard boddington,1668
fritz lang,1669
elia kazan,1670
david pastor,1671
betty thomas,1672
eli craig,1673
david anspaugh,1674
douglas mcgrath,1675
christophe barratier,1676
ryan little,1677
reinhard klooss,1678
michael cristofer,1679
sadyk sher-niyaz,1680
james l. brooks,1681
mike mitchell,1682
niki caro,1683
carlos saura,1684
stephen milburn anderson,1685
kevin bray,1686
aaron seltzer,1687
lucile hadzihalilovic,1688
nacho vigalondo,1689
david koepp,1690
akira kurosawa,1691
gil kenan,1692
shane carruth,1693
michael lembeck,1694
josé luis valenzuela,1695
neill blomkamp,1696
charles herman-wurmfeld,1697
eric brevig,1698
guy ritchie,1699
kevin smith,1700
takao okawara,1701
brian robbins,1702
jonathan wacks,1703
jean-marie poiré,1704
jason reitman,1705
michael sucsy,1706
zack snyder,1707
franklin j. schaffner,1708
frank borzage,1709
j.j. abrams,1710
alfonso cuarón,1711
vadim perelman,1712
errol morris,1713
bradley parker,1714
frédéric auburtin,1715
nancy meyers,1716
julian gilbey,1717
john dahl,1718
rob schmidt,1719
jaco booyens,1720
graham annable,1721
danny boyle,1722
peter hastings,1723
roger michell,1724
brandon camp,1725
jon favreau,1726
james o'brien,1727
adam brooks,1728
stanley kubrick,1729
carol reed,1730
dan scanlon,1731
bill muir,1732
jesse peretz,1733
robert c. cooper,1734
akiva schaffer,1735
marcus raboy,1736
john francis daley,1737
rupert wyatt,1738
brian helgeland,1739
franco zeffirelli,1740
rob hawk,1741
michael cuesta,1742
philip kaufman,1743
eldar rapaport,1744
jason zada,1745
gonzalo lópez-gallego,1746
josef rusnak,1747
shane meadows,1748
craig r. baxley,1749
alex smith,1750
ralph ziman,1751
brian klugman,1752
david lean,1753
bill plympton,1754
michael cimino,1755
giuseppe tornatore,1756
paul abascal,1757
r. balki,1758
stephen daldry,1759
walter murch,1760
john gulager,1761
george gallo,1762
joshua logan,1763
rodman flender,1764
patrick stettner,1765
martin brest,1766
bonnie hunt,1767
rian johnson,1768
jay roach,1769
andrew dominik,1770
katja von garnier,1771
roger kumble,1772
kim nguyen,1773
peter berg,1774
michael apted,1775
jonathan jakubowicz,1776
eric leighton,1777
ridley scott,1778
nick murphy,1779
tim blake nelson,1780
nicholas meyer,1781
norman ferguson,1782
stephen hillenburg,1783
james mangold,1784
jennifer flackett,1785
lars von trier,1786
david frankel,1787
david duchovny,1788
charles robert carner,1789
david mcnally,1790
françois ozon,1791
david atkins,1792
ian sharp,1793
yimou zhang,1794
scott waugh,1795
brandon cronenberg,1796
matt reeves,1797
william shatner,1798
bobcat goldthwait,1799
leigh whannell,1800
yash chopra,1801
theodore witcher,1802
craig johnson,1803
yarrow cheney,1804
hal needham,1805
jody hill,1806
gaspar noé,1807
jeff crook,1808
jake goldberger,1809
mary harron,1810
wilson yip,1811
david boyd,1812
tamara jenkins,1813
marco schnabel,1814
joe johnston,1815
michel gondry,1816
christian duguay,1817
jim sonzero,1818
paul mazursky,1819
leslye headland,1820
becky smith,1821
marc forster,1822
steven soderbergh,1823
peter m. cohen,1824
shekhar kapur,1825
courtney solomon,1826
jeremy leven,1827
vicente amorim,1828
tommy lee jones,1829
takeshi kitano,1830
peter macdonald,1831
russell holt,1832
eric lartigau,1833
charles matthau,1834
jerry rees,1835
mic rodgers,1836
scott foley,1837
jon m. chu,1838
norman jewison,1839
phyllida lloyd,1840
benh zeitlin,1841
kar-wai wong,1842
chris nahon,1843
simon west,1844
lajos koltai,1845
christian ditter,1846
lisa cholodenko,1847
vincent ward,1848
henry joost,1849
alain resnais,1850
jehane noujaim,1851
a. raven cruz,1852
rené féret,1853
gordon chan,1854
oliver hirschbiegel,1855
david hackl,1856
michael mccullers,1857
thomas carter,1858
allan arkush,1859
daniel algrant,1860
wally pfister,1861
bob spiers,1862
john schlesinger,1863
bruce mcculloch,1864
igor kovalyov,1865
antoine fuqua,1866
cory edwards,1867
richard lagravenese,1868
matthew watts,1869
bryan singer,1870
christian e. christiansen,1871
billy kent,1872
carl franklin,1873
petter næss,1874
jonathan mostow,1875
alan j. pakula,1876
claude chabrol,1877
harmage singh kalirai,1878
alessandro carloni,1879
phil claydon,1880
joss whedon,1881
simon curtis,1882
ash baron-cohen,1883
robert stromberg,1884
ron howard,1885
marius a. markevicius,1886
kevin munroe,1887
victor salva,1888
raymond de felitta,1889
elizabeth allen rosenbaum,1890
wayne thornley,1891
lukas moodysson,1892
nae caranfil,1893
leonard nimoy,1894
charles ferguson,1895
timothy woodward jr.,1896
kenny ortega,1897
jared hess,1898
stefan ruzowitzky,1899
kevin hamedani,1900
kevin costner,1901
chris stokes,1902
don taylor,1903
damien chazelle,1904
tyler oliver,1905
roman polanski,1906
joe roth,1907
allen coulter,1908
marc f. adler,1909
ang lee,1910
paul bunnell,1911
michael dowse,1912
danny leiner,1913
john milius,1914
woody allen,1915
peter webber,1916
david nutter,1917
mark christopher,1918
jacob aaron estes,1919
tarsem singh,1920
jeremy brock,1921
hoyt yeatman,1922
whit stillman,1923
paul verhoeven,1924
stephan elliott,1925
dan fogelman,1926
ben stiller,1927
nicholas ray,1928
chris shadley,1929
j.b. rogers,1930
tyler perry,1931
christophe gans,1932
kevin allen,1933
walter salles,1934
deon taylor,1935
anthony hickox,1936
jon knautz,1937
russ meyer,1938
terrence malick,1939
olivier dahan,1940
john michael mcdonagh,1941
ole bornedal,1942
rupert sanders,1943
mimi leder,1944
peter weir,1945
ferzan ozpetek,1946
kathryn bigelow,1947
dena seidel,1948
uli edel,1949
luca guadagnino,1950
léa pool,1951
chris roberts,1952
shari springer berman,1953
don bluth,1954
andrea di stefano,1955
russell crowe,1956
stephen carpenter,1957
david gordon green,1958
amanda gusack,1959
pete travis,1960
james manera,1961
inna evlannikova,1962
mark andrews,1963
drew barrymore,1964
tamra davis,1965
kirsten sheridan,1966
david mirkin,1967
john ford,1968
don michael paul,1969
nelson mccormick,1970
steve oedekerk,1971
billy wilder,1972
davis guggenheim,1973
carl theodor dreyer,1974
michael gornick,1975
khyentse norbu,1976
david twohy,1977
kasi lemmons,1978
anthony mann,1979
antony hoffman,1980
clare kilner,1981
martyn pick,1982
douglas aarniokoski,1983
george hickenlooper,1984
david kellogg,1985
michael tollin,1986
robert marcarelli,1987
jonathan hensleigh,1988
jerome robbins,1989
gary halvorson,1990
jun falkenstein,1991
dennis dugan,1992
jon hurwitz,1993
sam firstenberg,1994
rowan joffe,1995
henry jaglom,1996
jonathan newman,1997
gregory widen,1998
david caffrey,1999
kenneth branagh,2000
phil alden robinson,2001
julie taymor,2002
ben younger,2003
laurence dunmore,2004
vondie curtis-hall,2005
darin scott,2006
sherman alexie,2007
michael lehmann,2008
nicholas jarecki,2009
barry cook,2010
ralph fiennes,2011
stephen norrington,2012
andy garcia,2013
billy bob thornton,2014
françois girard,2015
vincent paronnaud,2016
jack sholder,2017
ben stassen,2018
patrick tatopoulos,2019
forest whitaker,2020
paul weitz,2021
dominic burns,2022
wolfgang petersen,2023
john fortenberry,2024
dave green,2025
karyn kusama,2026
steve james,2027
elizabeth banks,2028
wayne kramer,2029
jérôme deschamps,2030
adam marcus,2031
ruairi robinson,2032
sylvain white,2033
kimble rendall,2034
e.l. katz,2035
sam levinson,2036
scott derrickson,2037
k. king,2038
lynne ramsay,2039
jean-françois richet,2040
walter hill,2041
david gelb,2042
dave mckean,2043
quentin dupieux,2044
barbet schroeder,2045
lorene scafaria,2046
brian percival,2047
craig mazin,2048
neil marshall,2049
craig gillespie,2050
ivan engler,2051
ramaa mosley,2052
fred dekker,2053
mabrouk el mechri,2054
peter hewitt,2055
fenton bailey,2056
james algar,2057
tim story,2058
akiva goldsman,2059
david r. ellis,2060
s.s. rajamouli,2061
robert moresco,2062
jeb stuart,2063
henry king,2064
sean byrne,2065
lexi alexander,2066
rob bowman,2067
phil morrison,2068
johnnie to,2069
tony maylam,2070
jirí menzel,2071
nima nourizadeh,2072
john guillermin,2073
paul mcguigan,2074
john turturro,2075
spike jonze,2076
justin paul miller,2077
harry f. millarde,2078
alejandro monteverde,2079
chuck bowman,2080
britt allcroft,2081
rajkumar hirani,2082
jay levey,2083
ossie davis,2084
anthony vallone,2085
shinji aramaki,2086
john schultz,2087
dexter fletcher,2088
jake kasdan,2089
denys arcand,2090
michael mann,2091
hugh johnson,2092
michael rymer,2093
mario van peebles,2094
robert rodriguez,2095
james toback,2096
rohan sippy,2097
ethan maniquis,2098
daniel lee,2099
todd solondz,2100
richard brooks,2101
mike binder,2102
john stockwell,2103
bob fosse,2104
agustín díaz yanes,2105
william phillips,2106
